rep,k,n_lambda,mu,sigma,min_size,filename,maxima,maxvals,loc,scale,shape,loc_se,scale_se,shape_se
1,3,30,20,6.8,10,rep1_k3_lambda30_mu20,,,NA,NA,NA,NA,NA,NA
1,3,200,20,6.8,10,rep1_k3_lambda200_mu20,,,38.348072837840164,1.3080718281985682,-1.9856168284690205,1.9999976431191334e-6,1.9999979898168914e-6,1.9999981922467442e-6
1,3,10000,20,6.8,10,rep1_k3_lambda10000_mu20,,,NA,NA,NA,NA,NA,NA
1,5,50,20,6.8,10,rep1_k5_lambda50_mu20,,,NA,NA,NA,NA,NA,NA
1,5,2000,20,6.8,10,rep1_k5_lambda2000_mu20,,,42.71100515674426,1.1585583406397209,0.28707515974416714,0.7219189362294338,0.6232193790460276,0.7654031225675683
1,10,30,20,6.8,10,rep1_k10_lambda30_mu20,,,31.517004650303655,0.9538836460858221,0.5240437762670529,0.38772754140823895,0.3717793532954301,0.47036526257127576
1,10,200,20,6.8,10,rep1_k10_lambda200_mu20,,,37.2122365483442,2.9773007569461334,-0.445707103506781,1.0503763620042228,0.8024077968888402,0.25159710165427746
1,10,10000,20,6.8,10,rep1_k10_lambda10000_mu20,,,45.56922690268269,1.4320523136862466,0.39464425629112476,0.5464457029619071,0.4863739483102481,0.3694793559703339
1,20,50,20,6.8,10,rep1_k20_lambda50_mu20,,,35.02614661991729,2.84600616083484,-0.34056817514882876,0.6970789850554967,0.49258272078154425,0.13697985023512352
1,20,2000,20,6.8,10,rep1_k20_lambda2000_mu20,,,42.75187533568727,2.2473734212325622,-0.2628627529398045,0.5660076817827608,0.40986343330870706,0.17380348757984035
1,30,30,20,6.8,10,rep1_k30_lambda30_mu20,,,32.28825330893991,2.1667422417088398,-0.1664834449407678,0.4448684772055192,0.3142240173988734,0.1339081636092355
1,30,200,20,6.8,10,rep1_k30_lambda200_mu20,,,38.141856225430196,2.660093939034614,-0.22537284691976703,0.5548926686135789,0.40055787329454634,0.15660919754303257
1,30,10000,20,6.8,10,rep1_k30_lambda10000_mu20,,,45.16128344540621,1.4905687131438927,-0.0019697615800064717,0.3309701092625226,0.254388674107807,0.2068683676968091
1,100,50,20,6.8,10,rep1_k100_lambda50_mu20,,,34.50261978351552,3.0400219154095685,-0.2970345990793451,0.33923783917899475,0.24746032549164965,0.07359814381457981
1,100,2000,20,6.8,10,rep1_k100_lambda2000_mu20,,,42.56774017850491,1.8694329662144744,-0.11076880686330638,0.20403835501958997,0.14093606725742233,0.05117352261868806
2,3,30,20,6.8,10,rep2_k3_lambda30_mu20,,,NA,NA,NA,NA,NA,NA
2,3,200,20,6.8,10,rep2_k3_lambda200_mu20,,,NA,NA,NA,NA,NA,NA
2,3,10000,20,6.8,10,rep2_k3_lambda10000_mu20,,,NA,NA,NA,NA,NA,NA
2,5,50,20,6.8,10,rep2_k5_lambda50_mu20,,,34.97383147324549,4.3994076991301245,-0.15658326984981377,2.2623266254469936,1.6282999795665378,0.3916663727648755
2,5,2000,20,6.8,10,rep2_k5_lambda2000_mu20,,,NA,NA,NA,NA,NA,NA
2,10,30,20,6.8,10,rep2_k10_lambda30_mu20,,,NA,NA,NA,NA,NA,NA
2,10,200,20,6.8,10,rep2_k10_lambda200_mu20,,,37.72101703205012,2.004402642189154,0.013106591495191021,0.7424505523922152,0.5567756040367966,0.3001517683518316
2,10,10000,20,6.8,10,rep2_k10_lambda10000_mu20,,,44.49854681268582,0.6401603363294027,0.09570637065934702,0.23332903376098246,0.1769944425229093,0.2770589018589004
2,20,50,20,6.8,10,rep2_k20_lambda50_mu20,,,33.32685291046838,2.3073029606443898,0.012792391661162453,0.5740785520392621,0.4112710898898851,0.14785004320602338
2,20,2000,20,6.8,10,rep2_k20_lambda2000_mu20,,,44.180083207588574,2.306214648040993,-0.4274044562786619,0.5867847057973075,0.46751097848975204,0.2062559124441599
2,30,30,20,6.8,10,rep2_k30_lambda30_mu20,,,32.85645829802561,3.339073086636926,-0.3734448245277058,0.6600006623712938,0.460988454263068,0.09614575485442373
2,30,200,20,6.8,10,rep2_k30_lambda200_mu20,,,38.41569640363376,2.1364641809676064,-0.3780172816472984,0.43592291752353757,0.32580489646925864,0.14139377720344182
2,30,10000,20,6.8,10,rep2_k30_lambda10000_mu20,,,46.0486653712223,1.9070922964892656,-0.18276661657370244,0.3803561125435256,0.25880811763341216,0.09640549913805443
2,100,50,20,6.8,10,rep2_k100_lambda50_mu20,,,34.39499001648678,3.018254260882235,-0.14699589170832664,0.34427790844563744,0.2474891438882839,0.08269076398326554
2,100,2000,20,6.8,10,rep2_k100_lambda2000_mu20,,,42.66000888328311,2.240059107433264,-0.10613628099742961,0.25324743625380214,0.18089203004448082,0.07707585007933093
3,3,30,20,6.8,10,rep3_k3_lambda30_mu20,,,35.27289342849343,0.3523068917175069,0.05777012758650533,0.355888572297999,0.3103105626782239,1.4900920550452914
3,3,200,20,6.8,10,rep3_k3_lambda200_mu20,,,NA,NA,NA,NA,NA,NA
3,3,10000,20,6.8,10,rep3_k3_lambda10000_mu20,,,47.87174166659468,3.2486265481917203,-1.2475270567230117,2.000003957217453e-6,2.000003998227073e-6,2.000003809887373e-6
3,5,50,20,6.8,10,rep3_k5_lambda50_mu20,,,33.032382694904356,3.692416427753547,0.12898489044356187,1.9280603585522686,1.4930346051592416,0.42625058784075365
3,5,2000,20,6.8,10,rep3_k5_lambda2000_mu20,,,NA,NA,NA,NA,NA,NA
3,10,30,20,6.8,10,rep3_k10_lambda30_mu20,,,32.396300989655174,1.958204946678626,0.19683650920231627,0.846619489257431,0.7090875596499866,0.5116248761711898
3,10,200,20,6.8,10,rep3_k10_lambda200_mu20,,,37.01331277472171,2.4857850196314315,-0.27407343001159173,0.8851107666939472,0.6366678380835498,0.24472582695470346
3,10,10000,20,6.8,10,rep3_k10_lambda10000_mu20,,,44.47359731072788,1.2345840407412432,0.16190669969343685,0.5946814509185977,0.5066190702239814,0.6331200010101455
3,20,50,20,6.8,10,rep3_k20_lambda50_mu20,,,34.22013251240374,2.364767302274107,-0.34637346793446216,0.57828890946564,0.40180076749838695,0.13592391441503407
3,20,2000,20,6.8,10,rep3_k20_lambda2000_mu20,,,42.53650605593419,1.2761841848138398,0.026696921980177545,0.3217942277069583,0.23541615072337027,0.1654106035903328
3,30,30,20,6.8,10,rep3_k30_lambda30_mu20,,,32.709667084771624,2.6758567209893056,-0.1281905672906807,0.5609158781337791,0.4078968223962726,0.1571353959729467
3,30,200,20,6.8,10,rep3_k30_lambda200_mu20,,,37.458097679895694,2.5658369908991463,4.910716782892465e-4,0.5503132988178702,0.4140301246909744,0.17570377544698904
3,30,10000,20,6.8,10,rep3_k30_lambda10000_mu20,,,44.900322455260515,1.6264525354949173,0.1274030117439267,0.34057389394286053,0.2625474701818036,0.15756892898743904
3,100,50,20,6.8,10,rep3_k100_lambda50_mu20,,,34.63739736643773,2.2930711556351553,-0.05434904969539223,0.25618161941585793,0.18286581100745494,0.06918456279334577
3,100,2000,20,6.8,10,rep3_k100_lambda2000_mu20,,,42.81688443072105,2.1013299162932446,-0.029344115311663893,0.23772565997601194,0.17334478438874287,0.07563655953391926
4,3,30,20,6.8,10,rep4_k3_lambda30_mu20,,,35.00334058072059,5.936245593576439,-1.5426698957727336,2.000003450777874e-6,2.0000035993308493e-6,2.0000031260416194e-6
4,3,200,20,6.8,10,rep4_k3_lambda200_mu20,,,NA,NA,NA,NA,NA,NA
4,3,10000,20,6.8,10,rep4_k3_lambda10000_mu20,,,NA,NA,NA,NA,NA,NA
4,5,50,20,6.8,10,rep4_k5_lambda50_mu20,,,NA,NA,NA,NA,NA,NA
4,5,2000,20,6.8,10,rep4_k5_lambda2000_mu20,,,NA,NA,NA,NA,NA,NA
4,10,30,20,6.8,10,rep4_k10_lambda30_mu20,,,33.366931981520395,3.066244820338177,-0.4603021341629675,1.1341754797118413,0.9281925436557796,0.3475943466067323
4,10,200,20,6.8,10,rep4_k10_lambda200_mu20,,,37.30058066513034,1.671903145603575,-0.4007254654338896,0.6393494826753978,0.5278836464757328,0.3903380980270986
4,10,10000,20,6.8,10,rep4_k10_lambda10000_mu20,,,NA,NA,NA,NA,NA,NA
4,20,50,20,6.8,10,rep4_k20_lambda50_mu20,,,35.18390895274265,2.3912694443614,-0.20558564808444524,0.5781179529872882,0.37768295763424226,0.10445878479791822
4,20,2000,20,6.8,10,rep4_k20_lambda2000_mu20,,,42.910363533985766,2.4225597438946562,-0.09396289815618185,0.6324840283191888,0.4674378088594332,0.20943601150589214
4,30,30,20,6.8,10,rep4_k30_lambda30_mu20,,,32.981520472470514,2.9185355072605805,-0.46460405440485414,0.5926514749314787,0.4575915737710557,0.14524630914561654
4,30,200,20,6.8,10,rep4_k30_lambda200_mu20,,,38.84355179728125,2.1739559568698112,-0.0773408041004494,0.49212177314790867,0.38022637599869763,0.2241791890022791
4,30,10000,20,6.8,10,rep4_k30_lambda10000_mu20,,,45.64493060961138,1.745814481024211,-0.5133544824215827,0.37540893648882073,0.3254032529518861,0.21596274950216524
4,100,50,20,6.8,10,rep4_k100_lambda50_mu20,,,34.60475326716992,2.9689613273825404,-0.3227144340029169,0.3241258433198125,0.22867779350552045,0.05757717154033995
4,100,2000,20,6.8,10,rep4_k100_lambda2000_mu20,,,42.627217635519145,1.956177941549517,-0.16606027999541417,0.2174213815188477,0.15199830684341906,0.06604457108139337
5,3,30,20,6.8,10,rep5_k3_lambda30_mu20,,,34.930357198612334,2.0737240194108186,-1.2065249531347189,2.000002290086229e-6,2.0000023216746695e-6,2.0000022228323515e-6
5,3,200,20,6.8,10,rep5_k3_lambda200_mu20,,,NA,NA,NA,NA,NA,NA
5,3,10000,20,6.8,10,rep5_k3_lambda10000_mu20,,,NA,NA,NA,NA,NA,NA
5,5,50,20,6.8,10,rep5_k5_lambda50_mu20,,,NA,NA,NA,NA,NA,NA
5,5,2000,20,6.8,10,rep5_k5_lambda2000_mu20,,,NA,NA,NA,NA,NA,NA
5,10,30,20,6.8,10,rep5_k10_lambda30_mu20,,,32.98004561245511,3.1872862650638787,-0.1466626896536508,1.3401244637292677,1.0972433755897149,0.48349680277571455
5,10,200,20,6.8,10,rep5_k10_lambda200_mu20,,,37.28480261206625,2.03942846163194,0.015984310814123236,0.7244032588819858,0.5247049789626741,0.23068222749454623
5,10,10000,20,6.8,10,rep5_k10_lambda10000_mu20,,,45.892045682726824,1.6791970289801472,-1.2493255270975205,0.0046685389754907705,6.876032863721727e-4,0.002172618262823256
5,20,50,20,6.8,10,rep5_k20_lambda50_mu20,,,33.7036605390805,2.6347502057455596,0.015233706793038638,0.6752450216281501,0.49956856892852447,0.18384780398036032
5,20,2000,20,6.8,10,rep5_k20_lambda2000_mu20,,,41.90773024312978,1.8137566225162476,-0.2560102101923148,0.48927594949991793,0.3824600929461694,0.25577936594426426
5,30,30,20,6.8,10,rep5_k30_lambda30_mu20,,,33.54483793265335,2.664465127227522,-0.08264524071655611,0.5599931764278804,0.41015018237297873,0.15693217684325192
5,30,200,20,6.8,10,rep5_k30_lambda200_mu20,,,38.503439272216816,2.6675496598442705,-0.2579067497755194,0.5482970517344863,0.39805303654214114,0.14061051767073496
5,30,10000,20,6.8,10,rep5_k30_lambda10000_mu20,,,45.58073382444749,1.6226850408609554,-0.14540342889548838,0.3415096136271204,0.25090855311455906,0.15913530874287693
5,100,50,20,6.8,10,rep5_k100_lambda50_mu20,,,34.07055975903147,2.5842574278523824,-0.041798227141003584,0.2831930769796985,0.19892336498723714,0.05340878265811786
5,100,2000,20,6.8,10,rep5_k100_lambda2000_mu20,,,42.20441724879955,1.7365915334433595,-0.08327571960521485,0.19813542350049523,0.14390472231050389,0.08116907991812117
6,3,30,20,6.8,10,rep6_k3_lambda30_mu20,,,NA,NA,NA,NA,NA,NA
6,3,200,20,6.8,10,rep6_k3_lambda200_mu20,,,NA,NA,NA,NA,NA,NA
6,3,10000,20,6.8,10,rep6_k3_lambda10000_mu20,,,46.94817692433856,0.017813275038448175,1.8137382543663165,2.000318525482053e-6,0.004370847714363286,1.3395586277241684
6,5,50,20,6.8,10,rep6_k5_lambda50_mu20,,,32.083236423262136,1.2292505793296857,0.6145636458428363,0.6875073670239228,0.6916045641411672,0.6413084924289197
6,5,2000,20,6.8,10,rep6_k5_lambda2000_mu20,,,42.08816711788405,1.9333824805620805,0.4357674267514052,1.043350438001203,0.9506052905789827,0.5355855994044231
6,10,30,20,6.8,10,rep6_k10_lambda30_mu20,,,32.759137072130244,2.2901101194252638,-0.024353833770624004,0.8765715432718341,0.6704317414294455,0.34832748955653986
6,10,200,20,6.8,10,rep6_k10_lambda200_mu20,,,36.05333132972505,1.128439696957499,0.7193867305211521,0.5058485229032809,0.523736550695018,0.6176083681422153
6,10,10000,20,6.8,10,rep6_k10_lambda10000_mu20,,,45.453672649053104,1.3049375872580853,0.5011814898674781,0.5418564936182149,0.5111953689852291,0.4911561545850532
6,20,50,20,6.8,10,rep6_k20_lambda50_mu20,,,33.69133146635817,2.348080197659497,-0.00562819459290236,0.5746997739303458,0.399749521201061,0.12132066261108003
6,20,2000,20,6.8,10,rep6_k20_lambda2000_mu20,,,41.99139657311971,2.0646581738358747,-0.12893121655450507,0.5458060371507244,0.40652526308393405,0.22891718352916368
6,30,30,20,6.8,10,rep6_k30_lambda30_mu20,,,33.03280089647681,2.803985096605461,-0.013145215967653029,0.5874013650995442,0.431875389311462,0.15468157324434423
6,30,200,20,6.8,10,rep6_k30_lambda200_mu20,,,37.776089641705504,2.2104102869143696,-0.08673945109370278,0.45253932518372536,0.3233725717654149,0.12680794410366195
6,30,10000,20,6.8,10,rep6_k30_lambda10000_mu20,,,44.94361462683861,1.5955299421733742,0.13683092146817535,0.34386545194185586,0.2702435207030333,0.1839029222824945
6,100,50,20,6.8,10,rep6_k100_lambda50_mu20,,,34.77068691215557,2.997211916324292,-0.11819347961780798,0.33034086844923327,0.2286873262384277,0.06061891999010667
6,100,2000,20,6.8,10,rep6_k100_lambda2000_mu20,,,42.09063492037746,1.7128378751481372,0.028457527703392077,0.1907513177174453,0.13825308187023383,0.06863512799490246
7,3,30,20,6.8,10,rep7_k3_lambda30_mu20,,,NA,NA,NA,NA,NA,NA
7,3,200,20,6.8,10,rep7_k3_lambda200_mu20,,,38.38051381911998,1.592912849428942,-0.22107643503478064,2.3774077707660712,2.3510671151233886,2.6422090450064
7,3,10000,20,6.8,10,rep7_k3_lambda10000_mu20,,,45.54505299277608,2.6268792766230082,-1.152246268134666,2.0000032476790574e-6,2.0000032651751395e-6,2.0000031497324626e-6
7,5,50,20,6.8,10,rep7_k5_lambda50_mu20,,,34.98587255019824,1.5044098860738295,0.41327888030397814,0.8823850429374628,0.7949550465652827,0.6768019432718755
7,5,2000,20,6.8,10,rep7_k5_lambda2000_mu20,,,41.37404343548043,1.7084329939464724,0.06691164333913222,1.0157739940672386,0.8225283151526545,0.6738212685639456
7,10,30,20,6.8,10,rep7_k10_lambda30_mu20,,,33.936992556681965,2.710861259521657,-0.49511871737403174,0.9457842386637924,0.7200662885889015,0.23622887638279585
7,10,200,20,6.8,10,rep7_k10_lambda200_mu20,,,NA,NA,NA,NA,NA,NA
7,10,10000,20,6.8,10,rep7_k10_lambda10000_mu20,,,45.91632496953906,2.732991158475543,-0.9845693842762191,0.8636454999137403,0.8492137699478305,2.000020232650493e-6
7,20,50,20,6.8,10,rep7_k20_lambda50_mu20,,,33.82813572486913,3.0171981872125606,0.06583129712593594,0.7946098492861976,0.6072073440920018,0.2190670550441895
7,20,2000,20,6.8,10,rep7_k20_lambda2000_mu20,,,42.476483721696034,1.7788281480562342,-0.12033089082507027,0.45701006909777825,0.33222880601538285,0.1930470734668002
7,30,30,20,6.8,10,rep7_k30_lambda30_mu20,,,33.023874999504294,2.4355563428830065,-0.27589775141795003,0.494609702007102,0.34858848736020864,0.12889423534907934
7,30,200,20,6.8,10,rep7_k30_lambda200_mu20,,,37.04632105125928,1.9470043584238301,0.010475823675523403,0.4015719666095187,0.2921276976259888,0.1386940393106994
7,30,10000,20,6.8,10,rep7_k30_lambda10000_mu20,,,44.81314235553956,1.191993689397,-0.08990226529339768,0.24489179491298202,0.17396804090276013,0.13549779468462791
7,100,50,20,6.8,10,rep7_k100_lambda50_mu20,,,34.107378029243165,2.874170546326678,-0.04873632166385992,0.3137209322114525,0.2174631396908265,0.051995171327456687
7,100,2000,20,6.8,10,rep7_k100_lambda2000_mu20,,,42.40821980113979,1.8752451145543094,-0.06532490878711633,0.20586763528867763,0.1444665264045391,0.055703230895912156
8,3,30,20,6.8,10,rep8_k3_lambda30_mu20,,,NA,NA,NA,NA,NA,NA
8,3,200,20,6.8,10,rep8_k3_lambda200_mu20,,,35.88713278797671,0.03501031409369619,1.9436167098530381,0.0018250059800022425,0.01045074696106689,1.1690010032809426
8,3,10000,20,6.8,10,rep8_k3_lambda10000_mu20,,,NA,NA,NA,NA,NA,NA
8,5,50,20,6.8,10,rep8_k5_lambda50_mu20,,,36.59256487761289,2.554764743281595,-0.2147428285231204,1.4694537126641356,1.1855105173216487,0.6360008197192695
8,5,2000,20,6.8,10,rep8_k5_lambda2000_mu20,,,NA,NA,NA,NA,NA,NA
8,10,30,20,6.8,10,rep8_k10_lambda30_mu20,,,31.860748808571874,3.0674229287275887,-0.6732593085461168,1.0703332941711041,0.9207992654804176,0.27938834722742234
8,10,200,20,6.8,10,rep8_k10_lambda200_mu20,,,39.06758655750944,1.8165609842432138,-0.5332134886470505,0.6425521357885485,0.5149677640251379,0.2773356855942606
8,10,10000,20,6.8,10,rep8_k10_lambda10000_mu20,,,45.602496333917564,1.4972160093160087,0.025462434248337135,0.5376113182425193,0.39425020035549596,0.2559019423699419
8,20,50,20,6.8,10,rep8_k20_lambda50_mu20,,,NA,NA,NA,NA,NA,NA
8,20,2000,20,6.8,10,rep8_k20_lambda2000_mu20,,,42.6427852580364,2.2554739970993722,-0.08306688557701991,0.55848947913542335,0.3895005969213103,0.13958422608993418
8,30,30,20,6.8,10,rep8_k30_lambda30_mu20,,,33.628871280398826,3.2080708063643684,-0.1862876748958039,0.7340370677752973,0.57846177985478,0.23676928001935496
8,30,200,20,6.8,10,rep8_k30_lambda200_mu20,,,37.61509417088342,2.4247235640596756,-0.16812321586722592,0.487272251765844,0.33741851265086187,0.10562033809235072
8,30,10000,20,6.8,10,rep8_k30_lambda10000_mu20,,,44.91750493618417,1.5790015400104134,0.0575556010711529,0.3491921941840297,0.2709758336660824,0.20165862041829666
8,100,50,20,6.8,10,rep8_k100_lambda50_mu20,,,34.567837483499794,3.084122678501987,-0.1166821206606942,0.3403380070010129,0.23986095768915006,0.05906825667988211
8,100,2000,20,6.8,10,rep8_k100_lambda2000_mu20,,,42.659148778867106,1.9742498193467533,-0.14753531669375772,0.2194461189042986,0.15311067297016265,0.06619712138389061
9,3,30,20,6.8,10,rep9_k3_lambda30_mu20,,,35.511474166457475,2.8076980740104696,-1.3815911150594176,2.000000896153809e-6,2.0000009833771674e-6,2.000000780306897e-6
9,3,200,20,6.8,10,rep9_k3_lambda200_mu20,,,NA,NA,NA,NA,NA,NA
9,3,10000,20,6.8,10,rep9_k3_lambda10000_mu20,,,NA,NA,NA,NA,NA,NA
9,5,50,20,6.8,10,rep9_k5_lambda50_mu20,,,32.21905024698172,3.1602250407079118,0.14066960726824052,1.879333585478901,1.542098607815433,0.674623776042939
9,5,2000,20,6.8,10,rep9_k5_lambda2000_mu20,,,NA,NA,NA,NA,NA,NA
9,10,30,20,6.8,10,rep9_k10_lambda30_mu20,,,31.451014990996466,2.3957487082780498,0.023234746413222988,0.9483151259093406,0.7419645750476768,0.3972030622860791
9,10,200,20,6.8,10,rep9_k10_lambda200_mu20,,,38.02032619426307,1.4101657870543893,0.08428952910885343,0.5105322519843571,0.38396935123384013,0.2646008677584861
9,10,10000,20,6.8,10,rep9_k10_lambda10000_mu20,,,44.73544185313061,0.9420618912495744,0.5891050224229164,0.3875125604540565,0.38569818232471514,0.4935154150858572
9,20,50,20,6.8,10,rep9_k20_lambda50_mu20,,,33.9550271131821,2.017869409528782,-0.2917670199853691,0.5151102076567057,0.38397391603442627,0.19382354748855046
9,20,2000,20,6.8,10,rep9_k20_lambda2000_mu20,,,42.867630898809864,2.3513424789673087,-0.4706411049427768,0.5833618817249394,0.4537451876023205,0.17516788382103252
9,30,30,20,6.8,10,rep9_k30_lambda30_mu20,,,31.661513880810062,3.3039464182079206,-0.10777659116744115,0.7031175380133492,0.5191361253631174,0.16910107084242443
9,30,200,20,6.8,10,rep9_k30_lambda200_mu20,,,37.60231024074972,2.0871731152048767,-0.049637013794877574,0.44817782469254197,0.33392064625359125,0.17739577824543298
9,30,10000,20,6.8,10,rep9_k30_lambda10000_mu20,,,45.70856291524013,2.0711326066500466,-0.12465023727129067,0.4153455290258697,0.28385838498824056,0.10202695610942757
9,100,50,20,6.8,10,rep9_k100_lambda50_mu20,,,33.75773984195871,3.0873875542005655,-0.11189932521347322,0.34139104489722055,0.23863216156218697,0.06208805250524138
9,100,2000,20,6.8,10,rep9_k100_lambda2000_mu20,,,42.62504795773436,1.8838246827045233,-0.11638147333603109,0.20979018809508806,0.14760864866043005,0.06719749618238491
10,3,30,20,6.8,10,rep10_k3_lambda30_mu20,,,NA,NA,NA,NA,NA,NA
10,3,200,20,6.8,10,rep10_k3_lambda200_mu20,,,38.72420584093003,3.2207953778830025,-1.9953919745532143,1.9999983456583057e-6,1.9999986980613587e-6,1.9999984531073522e-6
10,3,10000,20,6.8,10,rep10_k3_lambda10000_mu20,,,NA,NA,NA,NA,NA,NA
10,5,50,20,6.8,10,rep10_k5_lambda50_mu20,,,NA,NA,NA,NA,NA,NA
10,5,2000,20,6.8,10,rep10_k5_lambda2000_mu20,,,42.06740194750984,0.5271324490022921,0.7378253262381295,0.31063448662496285,0.3307660349540451,0.7626518283841067
10,10,30,20,6.8,10,rep10_k10_lambda30_mu20,,,33.37844887793244,4.5094964422291195,-0.35772163997215495,1.5807260882975267,1.1347982047673983,0.2242539009910429
10,10,200,20,6.8,10,rep10_k10_lambda200_mu20,,,39.17962990524786,2.233398935156399,-0.3482535123684119,0.7834812658009426,0.5608649906435876,0.22452615645998478
10,10,10000,20,6.8,10,rep10_k10_lambda10000_mu20,,,44.81941618195002,1.5906889369001687,-0.08120750399870445,0.6097170219805604,0.4656431661524818,0.3516797072583344
10,20,50,20,6.8,10,rep10_k20_lambda50_mu20,,,34.00584319722424,2.8207917446714066,-0.23580321558682601,0.734418048208853,0.5505761337454527,0.21347727040952827
10,20,2000,20,6.8,10,rep10_k20_lambda2000_mu20,,,41.65604178771977,1.653461541069896,0.23662891422556104,0.42320851729086395,0.34309605219914024,0.19625445949412335
10,30,30,20,6.8,10,rep10_k30_lambda30_mu20,,,33.71910010148656,3.688119779046949,-0.14918286932944447,0.7682415285595333,0.5536479975917497,0.15152694738077693
10,30,200,20,6.8,10,rep10_k30_lambda200_mu20,,,37.505310038526595,1.9937635829954705,-0.1584484940891375,0.41614204381942527,0.3045306799306004,0.15092873643427426
10,30,10000,20,6.8,10,rep10_k30_lambda10000_mu20,,,45.58363554059216,2.0853461523418666,-0.19698596666736748,0.43060633981516666,0.30908360573151716,0.14379794844018226
10,100,50,20,6.8,10,rep10_k100_lambda50_mu20,,,34.57250868465535,3.263187686624441,-0.20517923498455135,0.3849312098180987,0.29098016952685374,0.10149776241117671
10,100,2000,20,6.8,10,rep10_k100_lambda2000_mu20,,,42.706555781953725,1.9224231904184126,-0.11970220069139621,0.21309677981007602,0.14843772340138753,0.06385289245342994
1,3,30,50,17,10,rep1_k3_lambda30_mu50,,,74.62958963667,5.345786500159096,0.16978698831287717,5.653216570941348,4.945990391246593,1.588765377042816
1,3,200,50,17,10,rep1_k3_lambda200_mu50,,,NA,NA,NA,NA,NA,NA
1,3,10000,50,17,10,rep1_k3_lambda10000_mu50,,,NA,NA,NA,NA,NA,NA
1,5,50,50,17,10,rep1_k5_lambda50_mu50,,,NA,NA,NA,NA,NA,NA
1,5,2000,50,17,10,rep1_k5_lambda2000_mu50,,,104.20560516196817,4.232708371345012,0.2796276788141764,2.7501028194447876,2.3813665248076488,0.835698940326087
1,10,30,50,17,10,rep1_k10_lambda30_mu50,,,80.56856662499305,3.5905445757882952,0.7069324475568234,1.9675931142871363,1.9322103787718365,0.8600916798330298
1,10,200,50,17,10,rep1_k10_lambda200_mu50,,,94.56509965074694,7.377333067112822,-0.5066968129977975,2.5888973794978676,2.0200748336106953,0.2527238578634425
1,10,10000,50,17,10,rep1_k10_lambda10000_mu50,,,113.03576603463071,3.457673177378962,-0.006983171554691594,1.4732840093887585,1.199249358514729,0.48749952120516554
1,20,50,50,17,10,rep1_k20_lambda50_mu50,,,83.62255511852064,6.801853776626032,-0.159773185686191,1.7088588612770113,1.2089033797727753,0.16457493930110423
1,20,2000,50,17,10,rep1_k20_lambda2000_mu50,,,106.58203124663768,5.030429947934968,-0.19322060724629908,1.2857340768658363,0.9284796700173312,0.1884824775924905
1,30,30,50,17,10,rep1_k30_lambda30_mu50,,,81.5645897034395,6.847499856793603,-0.10621150435362946,1.3488698662286895,0.8840925969190812,0.07722142361005793
1,30,200,50,17,10,rep1_k30_lambda200_mu50,,,94.43592619475238,5.0966763007982765,0.059460481340128685,1.0875387116275972,0.8258701728698485,0.17367695915501824
1,30,10000,50,17,10,rep1_k30_lambda10000_mu50,,,114.52664007734566,4.309961729251424,-0.09191062074878781,0.8904412112898241,0.6379042485231833,0.1402233606686257
1,100,50,50,17,10,rep1_k100_lambda50_mu50,,,85.78754272141457,6.797166410939814,-0.03187221008386041,0.7877377344748371,0.5843473754298095,0.08892660391003346
1,100,2000,50,17,10,rep1_k100_lambda2000_mu50,,,107.07378766284391,5.2185294849259005,-0.13906728467115195,0.5950020561768966,0.4308991615838851,0.08192297101954936
2,3,30,50,17,10,rep2_k3_lambda30_mu50,,,NA,NA,NA,NA,NA,NA
2,3,200,50,17,10,rep2_k3_lambda200_mu50,,,NA,NA,NA,NA,NA,NA
2,3,10000,50,17,10,rep2_k3_lambda10000_mu50,,,118.31421406628904,4.249848837842036,-1.1741296421800134,2.00000489221258e-6,2.00000491460882e-6,2.0000047204771096e-6
2,5,50,50,17,10,rep2_k5_lambda50_mu50,,,98.32669839096533,9.712594296453174,-1.1930008877717537,2.000014407852829e-6,2.0000144352161406e-6,2.0000140920779294e-6
2,5,2000,50,17,10,rep2_k5_lambda2000_mu50,,,106.128115442291,3.5865324292516085,-0.33981437454000807,1.9511803565562313,1.5596045685770354,0.5502991115686802
2,10,30,50,17,10,rep2_k10_lambda30_mu50,,,79.47687731891259,5.413993467774747,0.15157033504818748,2.013080156912107,1.585598409830279,0.31591453450909895
2,10,200,50,17,10,rep2_k10_lambda200_mu50,,,90.4461485676693,2.764263798466477,0.039962095907326176,0.9791108858696362,0.7127532486573813,0.23269982507511291
2,10,10000,50,17,10,rep2_k10_lambda10000_mu50,,,111.82599824152588,4.355424503543779,0.0966365524826207,1.726853924750374,1.3733872114670373,0.4043358262068678
2,20,50,50,17,10,rep2_k20_lambda50_mu50,,,83.85408746440388,9.462315126765887,-0.024487774488289954,2.3846024233076313,1.7139121868488973,0.1682654457140871
2,20,2000,50,17,10,rep2_k20_lambda2000_mu50,,,106.01532192589532,5.009713040612387,-0.29751897005473743,1.3334587165625171,1.0347393986008828,0.24630932627189292
2,30,30,50,17,10,rep2_k30_lambda30_mu50,,,79.96771869128987,6.307517732125823,-0.028184726749231108,1.346322667256506,1.0027617838770093,0.17327314740921518
2,30,200,50,17,10,rep2_k30_lambda200_mu50,,,96.52336785655375,5.775282280244126,-0.7056468457675986,1.1760313248804066,1.0964008804793344,0.1878015376279745
