filename,k,loc,scale,shape,gev_max
rep1_k100_lambda2000_mu100,100,209.94245175014066,8.831707208467131,0.014732487630615191,252.02539690582756
rep1_k100_lambda10000_mu20,100,45.34017039709189,1.7473781253014924,-0.05828378062294014,52.39768301402841
rep1_k100_lambda10000_mu50,100,112.86075675060779,3.5889351643826655,0.06916214620841267,132.3236585967635
rep1_k100_lambda10000_mu100,100,224.09987714776167,8.055047980124604,0.015721070841704994,262.57054545032736
rep2_k3_lambda30_mu20,3,35.25300143242625,1.6986138414077683,-1.135480908854171,36.31925613519762
rep2_k3_lambda30_mu100,3,168.8780154132636,29.531056669729224,-1.6898688997849107,183.62342592230328
rep2_k3_lambda2000_mu20,3,44.225805656225056,2.8249676382319224,-1.364607416562371,45.833675845714126
rep2_k3_lambda2000_mu50,3,104.92562398345585,4.105260157003458,-1.1706193842696102,107.463372138515
rep2_k5_lambda30_mu20,5,33.79288955734922,1.105994275322635,0.22639670409297605,35.94046879880226
rep2_k5_lambda50_mu20,5,36.20206542129877,1.2737562399348201,-0.2148901354185334,37.93515896224599
