filename,variable,mean,median,sd,mad,q5,q95,rhat,ess_bulk,ess_tail,rep,k,n_lambda,mu,sigma,min_size
rep4_k100_lambda30_mu20,sigma,8.717264515,8.646705,0.647268107237895,0.641239326000001,7.761125,9.88572,1.00137512914534,853.519713706059,571.346081610255,4,100,30,20,6.8,10
rep4_k100_lambda30_mu20,lambda,496.0526925,492.008,71.1550163680434,68.3582382000001,388.62365,618.6882,1.00200595680651,1358.6349662741,1300.61750761077,4,100,30,20,6.8,10
rep4_k100_lambda30_mu50,lp__,-79.966587825,-79.6207,1.29217603403523,1.07125263,-82.594905,-78.53818,1.00102889148441,1294.59575124502,1306.59438063185,4,100,30,50,17,10
rep4_k100_lambda30_mu50,mu,22.8651220675,23.0161,4.20500534414935,4.35543402,15.694345,29.42476,1.00200781535074,1105.47431635459,1317.16169139738,4,100,30,50,17,10
rep4_k100_lambda30_mu50,sigma,20.0575555,20.01605,1.41663061535456,1.44190263,17.874765,22.438785,1.00151907877552,1066.77921170174,1269.35169503603,4,100,30,50,17,10
rep4_k100_lambda30_mu50,lambda,497.4929935,496.159,70.2846124684622,69.9549984,384.99645,617.40745,1.00250520583816,1661.21027307027,1689.66418280267,4,100,30,50,17,10
rep4_k100_lambda50_mu100,lp__,-171.4363725,-171.12,1.24435322195066,1.01187450000001,-173.8001,-170.07195,1.0032389616466,1084.29799306739,1905.91406529377,4,100,50,100,34,10
rep4_k100_lambda50_mu100,mu,59.5400213,59.5837,6.28167666645831,6.52692411,49.084725,69.652175,1.00346477536134,1481.58629476308,1602.37972738679,4,100,50,100,34,10
rep4_k100_lambda50_mu100,sigma,38.266354925,38.2206,2.05624230029321,2.11529955,35.01287,41.63129,1.00292634955274,1582.74844546644,1578.95388101685,4,100,50,100,34,10
rep4_k100_lambda50_mu100,lambda,478.507419,475.175,69.7999569035101,69.6703392,374.487,598.4763,1.00399844069609,1422.94711607323,1645.90814105087,4,100,50,100,34,10
rep4_k100_lambda50_mu20,lp__,9.7412373365,10.09885,1.34340239511315,1.04790168,7.2168085,11.14921,1.00184681786459,1067.9324983747,823.333317909138,4,100,50,20,6.8,10
rep4_k100_lambda50_mu20,mu,8.90805013,9.065475,1.97808519871504,1.967224875,5.3513765,11.93568,1.00215293834077,851.370843917775,764.477306308014,4,100,50,20,6.8,10
rep4_k100_lambda50_mu20,sigma,8.7941482675,8.73925,0.660589183955515,0.648481827000001,7.789682,9.9550485,1.00198257559575,879.825583058787,831.770535346591,4,100,50,20,6.8,10
rep4_k100_lambda50_mu20,lambda,498.06552025,495.077,69.9795468586445,68.1232461,388.58705,618.98835,1.00015724371868,1581.69509347401,1666.17484380233,4,100,50,20,6.8,10
rep4_k100_lambda50_mu50,lp__,-86.945476225,-86.6044,1.30152248790172,1.07925867,-89.498675,-85.52409,1.0032795158139,1075.21602615,1181.62048410221,4,100,50,50,17,10
rep4_k100_lambda50_mu50,mu,23.883694945,24.2465,4.38889034551723,4.36210572,16.329265,30.5383,1.00293911336934,1174.35699021176,1045.05179289383,4,100,50,50,17,10
rep4_k100_lambda50_mu50,sigma,21.68260175,21.5644,1.44708650608765,1.43233986,19.4967,24.117465,1.00264299608075,1253.74522807085,1153.44641092559,4,100,50,50,17,10
rep4_k100_lambda50_mu50,lambda,487.56792675,484.098,70.8169141184414,69.4323819000001,377.88775,611.9441,1.00158433179709,1378.92706235276,1536.76239619187,4,100,50,50,17,10
rep4_k20_lambda10000_mu100,lp__,172.269336,172.587,1.23406303161366,0.981481199999988,169.7329,173.5911,1.00132698016275,1514.18030199934,1733.09504882481,4,20,10000,100,34,10
rep4_k20_lambda10000_mu100,mu,137.59727125,137.8035,9.58303005470769,9.41451000000001,120.75415,152.69445,1.00504887831502,1134.83756726593,1503.08925769381,4,20,10000,100,34,10
rep4_k20_lambda10000_mu100,sigma,28.79282105,28.72105,3.18267761024261,3.20189709,23.699165,34.34245,1.00450319291553,1187.5489669274,1372.89482983413,4,20,10000,100,34,10
rep4_k20_lambda10000_mu100,lambda,525.03379975,521.4855,70.3593140516421,71.2715472,414.89085,646.16525,1.00192668199473,1812.27193789072,1868.11781043021,4,20,10000,100,34,10
rep4_k20_lambda10000_mu20,lp__,222.46173475,222.799,1.31811793331021,1.06895460000001,219.92485,223.862,1.00587040354352,1137.69411277,1588.98110177421,4,20,10000,20,6.8,10
rep4_k20_lambda10000_mu20,mu,27.807860275,28.14315,3.13316331484233,2.99099724,22.265985,32.27788,1.00536910796401,1194.97942191146,1249.82110539992,4,20,10000,20,6.8,10
rep4_k20_lambda10000_mu20,sigma,6.206041995,6.103275,1.08771086491366,1.029932568,4.6518395,8.129212,1.00551614015088,1214.76216377363,1366.2209456202,4,20,10000,20,6.8,10
rep4_k20_lambda10000_mu20,lambda,499.19133625,497.1355,70.3532923034642,69.0335625,384.5234,620.8303,1.00026314096099,1641.02258910241,1363.42582578597,4,20,10000,20,6.8,10
rep4_k20_lambda10000_mu50,lp__,205.15916775,205.5065,1.32696911055421,1.0800741,202.55685,206.587,1.00131071749522,1160.81752572435,1388.84709103692,4,20,10000,50,17,10
rep4_k20_lambda10000_mu50,mu,73.332039675,73.91525,6.78486710748891,6.84753636,61.46016,83.35138,1.00445826767652,1118.73190251317,1158.32513389817,4,20,10000,50,17,10
rep4_k20_lambda10000_mu50,sigma,14.3117688175,14.0941,2.32410902763844,2.35696335,10.865695,18.336205,1.00426596875913,1111.42803670639,1207.3721314746,4,20,10000,50,17,10
rep4_k20_lambda10000_mu50,lambda,508.4703065,505.543,72.9268691238086,72.0521361000001,391.66225,630.1873,1.00263575677387,1666.81289990433,1301.39150844393,4,20,10000,50,17,10
rep4_k20_lambda200_mu100,lp__,172.4143985,172.7155,1.23013728466888,1.01187450000005,169.9804,173.758,1.00268014240681,1333.32067194198,1569.73494537683,4,20,200,100,34,10
rep4_k20_lambda200_mu100,mu,99.900978425,100.2085,8.71476555316256,8.79730362,84.888545,113.6308,1.00237931132155,1246.26861600104,1059.78249037233,4,20,200,100,34,10
rep4_k20_lambda200_mu100,sigma,30.152142075,30.04415,2.92809253336164,2.95949199,25.494475,35.11433,1.00261783937501,1302.57471587326,1171.76651645895,4,20,200,100,34,10
rep4_k20_lambda200_mu100,lambda,506.91605225,503.1525,68.8255171206563,66.531675,400.9632,626.96595,1.00208707450953,1702.37928541694,1510.47114622502,4,20,200,100,34,10
rep4_k20_lambda200_mu20,lp__,214.6497315,215.014,1.42883200416696,1.1608758,211.64595,216.2151,1.00202547928315,922.778957653965,940.355633013872,4,20,200,20,6.8,10
rep4_k20_lambda200_mu20,mu,13.5780936735,14.14335,4.20931610486962,4.09086405,5.387228,19.6905,1.0035458192299,700.819976647412,641.139117386594,4,20,200,20,6.8,10
rep4_k20_lambda200_mu20,sigma,8.0788975725,7.898605,1.45216012487169,1.434333957,5.984813,10.812755,1.00315181156174,708.058034700489,681.999410883854,4,20,200,20,6.8,10
rep4_k20_lambda200_mu20,lambda,502.13027225,498.022,71.3191702088257,72.6355392,391.21105,622.35335,1.00287627658955,1331.05060374883,1455.02948186847,4,20,200,20,6.8,10
rep4_k20_lambda200_mu50,lp__,205.0704385,205.39,1.26387390709319,1.04523300000002,202.57695,206.46005,1.00283857031044,1423.71985452087,1808.70814607766,4,20,200,50,17,10
rep4_k20_lambda200_mu50,mu,50.944827325,51.4105,6.34962843311682,6.20401383,39.793075,60.47807,1.006555439023,948.139809018897,1246.42222890553,4,20,200,50,17,10
rep4_k20_lambda200_mu50,sigma,14.5634642675,14.4069,2.17550222166903,2.10321636,11.244655,18.34492,1.00716594082872,928.676135905645,1240.75738068449,4,20,200,50,17,10
rep4_k20_lambda200_mu50,lambda,501.9759015,499.2595,70.6731806198506,67.9386624,389.36995,623.735,1.00031679601408,1688.48543260776,1685.94541412205,4,20,200,50,17,10
rep4_k20_lambda2000_mu100,lp__,173.42376475,173.745,1.19181986665606,0.971844300000005,171.0348,174.7471,1.00058338953939,1453.94370728503,1529.84566980529,4,20,2000,100,34,10
